spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,synthetic,nonsynthetic,year,group,mi,NonSynthetic,Synthetic,Mixture,Change
138,119,0.465,0,0,0,4,4,0,1,1,2016,Mixture,1,0.544957936,0.002194757,0.452847307,NM
158,119,0.465,0,0,0,4,4,0,1,1,2016,Mixture,1,0.178940291,0.002724863,0.818334846,NM
154,139,0,0,0,0,3,4,0,1,1,2016,Mixture,0,0.619473292,0.077008781,0.303517927,NM
154,139,0.005,0,0,0,3,4,4,1,1,2016,Mixture,1,0.651896889,0.105489889,0.242613222,NM
154,139,0.015,0,0,0,3,4,0,1,1,2016,Mixture,1,0.612352716,0.076625622,0.311021662,NM
161,139,0,0,0,0,3,4,0,1,1,2016,Mixture,0,0.478928383,0.094831551,0.426240066,NM
153,124,0.19,0,0,0,1,4,0,1,1,2016,Mixture,1,0.64245085,0.027802683,0.329746466,NM
153,124,0.665,0,0,0,1,4,0,1,1,2016,Mixture,1,0.376324234,0.02005432,0.603621446,NM
153,124,0.665,0,0,0,1,4,0,1,1,2016,Mixture,1,0.376324234,0.02005432,0.603621446,NM
154,126,0,0,0,0,3,4,4,1,1,2016,Mixture,0,0.760873002,0.043659848,0.195467151,NM
154,126,0.75,0,0,0,3,4,0,1,1,2016,Mixture,1,0.319452313,0.019604174,0.660943512,NM
156,126,0.085,0,0,0,3,4,0,1,1,2016,Mixture,1,0.645106613,0.033789114,0.321104273,NM
145,126,0,0,0,0,3,1,1,1,1,2017,Mixture,0,0.348129521,0.312925351,0.338945128,NM
145,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,0.260111441,0.264609213,0.475279345,NM
145,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,0.260111441,0.264609213,0.475279345,NM
145,126,0,0,0,0,2,0,0,1,1,2017,Mixture,0,0.237090299,0.185693451,0.57721625,NM
145,126,0,0,0,0,3,1,1,1,1,2017,Mixture,0,0.348129521,0.312925351,0.338945128,NM
145,126,0,0,0,0,2,1,1,1,1,2017,Mixture,0,0.348129521,0.312925351,0.338945128,NM
145,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,0.260111441,0.264609213,0.475279345,NM
145,126,0,0,0,0,4,4,4,1,1,2017,Mixture,0,0.260111441,0.264609213,0.475279345,NM
145,126,0,0,0,0.0025,2,1,1,1,1,2017,Mixture,0,0.348129521,0.312925351,0.338945128,NM
145,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,0.260111441,0.264609213,0.475279345,NM
145,126,0,0,0,0,2,1,1,1,1,2017,Mixture,0,0.348129521,0.312925351,0.338945128,NM
145,126,0,0,0,0,5,1,1,1,1,2017,Mixture,0,0.348129521,0.312925351,0.338945128,NM
145,126,0,0,0,0,5,1,1,1,1,2017,Mixture,0,0.348129521,0.312925351,0.338945128,NM
145,126,0,0,0,0,5,4,4,1,1,2017,Mixture,0,0.260111441,0.264609213,0.475279345,NM
178,118,0,0,0,0,3,0,0,1,1,2017,Mixture,0,0.167778446,0.495412671,0.336808883,NM
178,118,0.085,0,0,0.005,3,4,4,1,1,2017,Mixture,1,0.146450996,0.582992042,0.270556962,NM
171,95,0,0,0,0,2,4,4,1,1,2017,Mixture,0,0.143624551,0.026039914,0.830335535,NM
171,95,0,0,0,0,2,4,4,1,1,2017,Mixture,0,0.143624551,0.026039914,0.830335535,NM
163,139,0.005,0,0,0,1,4,0,1,1,2017,Mixture,1,0.702769465,0.135504969,0.161725567,NM
163,139,0,0,0,0,1,4,0,1,1,2017,Mixture,0,0.704336458,0.135509873,0.160153669,NM
170,118,0.005,0,0,0,1,1,1,1,1,2017,Mixture,1,0.506687838,0.007220916,0.486091246,NM
170,118,0,0,0,0,1,1,1,1,1,2017,Mixture,0,0.509649576,0.007247228,0.483103196,NM
129,101,0.37,0,0.0125,0.0125,5,4,4,1,1,2017,Mixture,1,0.849810327,0.000766022,0.14942365,NM
158,101,0.9,0,0,0.0125,5,4,4,1,1,2017,Mixture,1,0.118468337,0.000926674,0.880604989,NM
172,121,0,0,0,0,1,1,1,1,1,2017,Mixture,0,0.479736035,0.008241819,0.512022146,NM
172,123,0,0,0,0,1,1,1,1,1,2017,Mixture,0,0.488083751,0.008704715,0.503211534,NM
156,123,0.04,0,0,0,1,4,0,1,1,2017,Mixture,1,0.577815202,0.003153218,0.419031579,NM
156,123,0.33,0,0,0,1,4,0,1,1,2017,Mixture,1,0.406460623,0.002518689,0.591020688,NM
171,123,0.33,0,0,0,1,4,0,1,1,2017,Mixture,1,0.160218328,0.002692019,0.837089653,NM
156,123,0.505,0,0,0,1,4,0,1,1,2017,Mixture,1,0.310627957,0.002078268,0.687293775,NM
156,123,0.01,0,0,0,1,4,0,1,1,2017,Mixture,1,0.595156694,0.003205435,0.40163787,NM
171,123,0.01,0,0,0,1,4,0,1,1,2017,Mixture,1,0.290746658,0.004246003,0.705007339,NM
185,157,0,0,0,0,1,4,0,1,1,2017,Mixture,0,0.225009865,0.140821482,0.634168652,NM
185,157,0,0,0,0,1,4,4,1,1,2017,Mixture,0,0.254571655,0.20693793,0.538490415,NM
185,157,0,0,0,0,1,4,0,1,1,2017,Mixture,0,0.225009865,0.140821482,0.634168652,NM
154,118,0.22,0,0,0.0025,3,4,0,1,1,2017,Mixture,1,0.803985164,0.116231491,0.079783345,NM
156,88,0.12,0,0,0,2,4,0,1,1,2017,Mixture,1,0.626704092,0.007495721,0.365800186,NM
178,88,0.12,0,0,0,2,4,0,1,1,2017,Mixture,1,0.205708308,0.010626182,0.78366551,NM
156,93,0.24,0,0,0,1,4,0,1,1,2017,Mixture,1,0.578797723,0.008011502,0.413190774,NM
179,93,0.24,0,0,0,1,4,0,1,1,2017,Mixture,1,0.162921609,0.010409288,0.826669103,NM
157,121,0.265,0,0,0,1,4,0,1,1,2017,Mixture,1,0.652004976,0.016459964,0.33153506,NM
177,121,0.265,0,0,0,1,4,0,1,1,2017,Mixture,1,0.256813799,0.024513737,0.718672465,NM
156,89,0,0,0,0,2,4,0,1,2,2017,Mixture,0,0.693606201,0.008019475,0.298374324,NM
178,89,0,0,0,0,2,4,0,1,1,2017,Mixture,0,0.259228212,0.012944634,0.727827154,NM
